,sentence,university,moral_label
216,with some trepidation we started the development of a living strategy – an idea that is constantly reshaped in different parts of the organisation that elicits an emotional and intellectual commitment across all sectors of our community.,CAIP TOWN UNIVERSITY STRATEGY,1
217,"rather, it is to be the aspirational dream that makes us come to work every day, and to which we give our boundless energy.",CAIP TOWN UNIVERSITY STRATEGY,1
218,"we are pleased to note that in the consultative sessions that we have held, uct’s massive transformative purpose has elicited not only support; in general, the uct community has responded with enthusiasm and a sense of hope and inspiration for our future possibilities.",CAIP TOWN UNIVERSITY STRATEGY,1
219,"in particular, we wanted to bridge the conceptual separation between support and academic functions and ensure that the capabilities and management systems needed to make the vision real were not an afterthought.",CAIP TOWN UNIVERSITY STRATEGY,0
220,"with this idea of a new, integrated and collaborative uct in mind, we created cross-functional task teams in which the core academic functions and the cross-cutting professional, administrative and support functions were fully represented in all discussions.",CAIP TOWN UNIVERSITY STRATEGY,0
221,"we are very grateful to the members of the futures think tank, who dared to start the dream that helped clear the way for new conversations to begin in our various cross-functional teams.",CAIP TOWN UNIVERSITY STRATEGY,0
222,"what is before you is a product that can still be improved, changed and perfected as it becomes real in the different sections of the university.",CAIP TOWN UNIVERSITY STRATEGY,0
223,it is the fruit of the deep commitment to uct of nearly 100 people who participated directly in fashioning it.,CAIP TOWN UNIVERSITY STRATEGY,1
224,"close to 100 staff members from across the academic, and the professional, administrative support and service (pass) departments contributed to the initial development of this document, and further contributions are expected from across the uct campus community as we progress.",CAIP TOWN UNIVERSITY STRATEGY,0
225,we wanted to signal from the very beginning that vision 2030 belongs to – and is the responsibility of – every member of the uct community.,CAIP TOWN UNIVERSITY STRATEGY,1
226,"at the same time, we wanted to produce a living document that will guide and inspire staff and students to use their creativity and imagination to bring vision 2030 to life on the ground.",CAIP TOWN UNIVERSITY STRATEGY,0
227,"first, it comes from discomfort with the idea that the future is a place where we arrive, and to which we have to adapt.",CAIP TOWN UNIVERSITY STRATEGY,0
228,"instead, i have challenged all of us at uct to shape and lead the future.",CAIP TOWN UNIVERSITY STRATEGY,1
229,"third, it comes from discomfort with uct’s colonial and apartheid history, and the need to affirm our university’s afrikan identity, reclaim afrikan agency, and commit to the future of the continent, as a global afrikan university.",CAIP TOWN UNIVERSITY STRATEGY,1
230,"it is not a blueprint for people to obey, but a road map for rethinking, reimagining, reenergising and repurposing our work.",CAIP TOWN UNIVERSITY STRATEGY,0
231,we will have to make difficult but necessary choices: to stop some of the things we are doing and initiate new things.,CAIP TOWN UNIVERSITY STRATEGY,0
232,"planning teams, cross-functional teams and working groups applied themselves to the task of giving expression to our massive transformative purpose – “unleash human potential to create a fair and just society” – in the core academic functions, the cross-cutting responsibilities of transformation and social responsiveness, and the systems that support and sustain uct’s work.",CAIP TOWN UNIVERSITY STRATEGY,1
233,it is pleasing to realise that many of the topics that became the focus of global discussion with the outbreak of the covid-19 pandemic were already being discussed in the context of vision 2030. this suggests we are on the right path.,CAIP TOWN UNIVERSITY STRATEGY,0
234,"in the end, through six virtual sessions, we reached many more people than we would have through the original approach.",CAIP TOWN UNIVERSITY STRATEGY,0
235,"uct staff asked pointed, important questions about the implementation of vision 2030, the integration of the vision’s goals and how we will resource the work required to achieve them, and the space for freedom.",CAIP TOWN UNIVERSITY STRATEGY,0
236,the impact of covid-19 on the global economy and on south afrika has been serious.,CAIP TOWN UNIVERSITY STRATEGY,0
237,"we will have to begin implementing vision 2030 taking full cognisance of the financial constraints within which we will have to operate, but also of the need to prioritise key projects that will serve as our vision’s scaffolding.",CAIP TOWN UNIVERSITY STRATEGY,0
238,i have no doubt that the consultative and integrated manner in which we have worked to develop vision 2030 will serve us well in the process of implementation.,CAIP TOWN UNIVERSITY STRATEGY,0
239,"#unleash professor mamokgethi phakeng vice-chancellor vice-chancellor’s introductionvision 2030 – unleash human potential for a fair and just society the road we have travelled in july 2018 uct’s newly appointed vice-chancellor, professor mamokgethi phakeng, introduced her vision for the university and adopted a future orientation to drive the thinking behind the development of a new strategic plan.",CAIP TOWN UNIVERSITY STRATEGY,0
240,"1 5 martin’s approach to strategy is popular in business, and we translated it to suit uct as an organisation.",CAIP TOWN UNIVERSITY STRATEGY,0
241,"from this perspective, a strategy is an integrated set of choices that uniquely positions an organisation in its industry so it can create sustainable advantage and superior value relative to the competition.",CAIP TOWN UNIVERSITY STRATEGY,0
242,what is unique about what uct can offer that will sustain the value of the university into the future?,CAIP TOWN UNIVERSITY STRATEGY,0
243,"the fundamental approach to the development of the strategy is based on the cascading down of strategic choices, from the institutional level to the implementation units.",CAIP TOWN UNIVERSITY STRATEGY,0
244,"in practical terms, this implied thinking strategically: as uct in relation to the core functions (teaching and learning, and research); in relation to the six faculties and their departments; and in relation to the different departments that provide professional and support services for the university.",CAIP TOWN UNIVERSITY STRATEGY,0
245,"the approach taken is based on two principles: strategic integration, and buy-in from uct.",CAIP TOWN UNIVERSITY STRATEGY,0
246,"in order to make this effective, the following structures have been set up: • vision 2030 planning team • cross-functional task team (vision 2030 planning team and representatives from the deans and executive directors) • extended task team (cross-functional task team and strategic invitees, including academics, students and key portfolio holders).",CAIP TOWN UNIVERSITY STRATEGY,0
247,"as already mentioned, we followed a rigorous process of engagement with internal stakeholders, and obtained support and approval from uct governance structures.",CAIP TOWN UNIVERSITY STRATEGY,1
248,"figure 2: cascades of choice – from roger martin’s playing to win, adapted for uct the road we have travelled vision 2030 – unleash human potential for a fair and just society taking stock and moving forward2 uct is one of the oldest universities in south afrika.",CAIP TOWN UNIVERSITY STRATEGY,0
249,"over the years, it has achieved an international reputation as a research-intensive university.",CAIP TOWN UNIVERSITY STRATEGY,0
250,"like most english-speaking colonial universities in south afrika, uct has a contradictory history.",CAIP TOWN UNIVERSITY STRATEGY,0
251,"moulded over its existence on the western tradition of university excellence, uct has struggled with its own identity, culture and position in society.",CAIP TOWN UNIVERSITY STRATEGY,0
252,"this forced the university to engage critically with its colonial history, its current identity, its culture, its relationship to society and its location in afrika.",CAIP TOWN UNIVERSITY STRATEGY,1
253,"7 chinua achebe, the prominent nigerian novelist, said, “there is that great proverb – that until the lions have their own historians, the history of the hunt will always glorify the hunter.” uct’s choice to spell ‘afrika’ with a ‘k’ is an invitation to reclaim afrika’s agency, and use it to validate the global character of the local in the 21st century.",CAIP TOWN UNIVERSITY STRATEGY,1
254,it is in this context that uct chooses to be a global university in afrika.,CAIP TOWN UNIVERSITY STRATEGY,0
255,"in the last two decades, the world has changed in ways that obliged universities to rethink their purpose and location in society if they did not want to become obsolete.",CAIP TOWN UNIVERSITY STRATEGY,0
256,"climate change, growing inequality, the fourth industrial revolution, population displacement, and now a global pandemic accompanied by a deep economic crisis are elements of our world that force us into a new type of consciousness.",CAIP TOWN UNIVERSITY STRATEGY,0
257,uct must engage with these matters in their local manifestations and global implications.,CAIP TOWN UNIVERSITY STRATEGY,0
258,"into the 21st century, and in light of the critique of the last few years, we need to rethink who we are, what we do, how we do it and who benefits from our work.",CAIP TOWN UNIVERSITY STRATEGY,1
259,"while uct performs very well by most teaching and research indicators, the current model of the university is not sufficiently responsive to the needs of a new generation of diverse students and academics eager to respond to the world’s challenges.",CAIP TOWN UNIVERSITY STRATEGY,1
260,"despite its location in afrika, uct’s afrikan roots are not sufficiently valued and foregrounded in its global performance as a research university, or in its curriculum.",CAIP TOWN UNIVERSITY STRATEGY,1
261,"uct has greater potential to innovate in teaching, research and social engagement than it is currently doing.",CAIP TOWN UNIVERSITY STRATEGY,0
262,the covid-19 crisis has shown uct’s capacity to lead with innovative responses and imagination.,CAIP TOWN UNIVERSITY STRATEGY,0
263,what we call a ‘massive transformative purpose’ is the idea that inspires the whole uct community to be the best we can be.,CAIP TOWN UNIVERSITY STRATEGY,1
264,"as a university, uct by definition has two fundamental responsibilities: to cultivate and nurture the capabilities of the younger generation for them to become leaders in different spheres of life, and to provide the conditions for academics to produce research that broadens our understanding of the social and natural worlds and the relationship between them.",CAIP TOWN UNIVERSITY STRATEGY,1
265,"this purpose is an affirmation of the inherent creativity of humanity, as well as a recognition that the state of the world (social and natural) needs changing.",CAIP TOWN UNIVERSITY STRATEGY,1
266,"life is not fair, just or sustainable unless we are capable of changing important aspects of what we think and what we do.",CAIP TOWN UNIVERSITY STRATEGY,1
267,"our dream is to draw from the extraordinary social and cultural diversity, creativity and capacity for innovation of all our staff and students to contribute to making the 21st century the afrikan century; to look at ourselves as a university, and together create the top global university in afrika – a university that is uncompromising in its transformative intent, deeply rooted in academic excellence, and one that strives for social, environmental and financial sustainability.",CAIP TOWN UNIVERSITY STRATEGY,1
268,"we will call on our staff and students to work together, in education and in research, to have real impact on our ability to tackle society’s problems and to effect positive change in the world.",CAIP TOWN UNIVERSITY STRATEGY,1
269,"9 uct will continue to attract students with exceptional potential from our country, our continent and our world.",CAIP TOWN UNIVERSITY STRATEGY,0
270,"uct will work to ensure that all the members of its community have a voice, and a real sense of their agency and value for the university.",CAIP TOWN UNIVERSITY STRATEGY,1
271,"in line with its purpose, uct will offer a transformative and socially engaged undergraduate and postgraduate education, enabling our graduates to use their knowledge, skills and sense of responsibility to shape and to be at the service of society, locally and globally.",CAIP TOWN UNIVERSITY STRATEGY,1
272,"in line with the growing importance of technology in society and its impact on the manner in which the new generations learn, uct will provide both contact and digitally enabled education framed by sound pedagogy aimed at developing creativity, analytical thinking, complex problem-solving abilities, collaboration and social responsibility, across disciplines and fields of study.",CAIP TOWN UNIVERSITY STRATEGY,1
273,uct will expand its capacity to offer continuous education and micro-credentials to respond to the changing needs of the world of work and the emergence of new jobs.,CAIP TOWN UNIVERSITY STRATEGY,0
274,"persistent world hunger, poverty and inequality, climate change and health crises are just some of the complex social and environmental issues that if not addressed will exacerbate current societal and economic inequalities into the future.",CAIP TOWN UNIVERSITY STRATEGY,1
275,uct will produce research that answers the complex problems of today and tomorrow.,CAIP TOWN UNIVERSITY STRATEGY,0
276,"to do this, it will advance inter-, multi- and transdisciplinary research approaches so as to better understand the past, and define and tackle current and future problems.",CAIP TOWN UNIVERSITY STRATEGY,0
277,"finally, in support of building a fair and just society, uct will strengthen its scholarly ability to work collaboratively with local and international social actors.",CAIP TOWN UNIVERSITY STRATEGY,1
278,"as a university, uct is well placed to lead conversations with government, industry and other role players in the pursuit of new knowledge that will contribute towards our massive transformative purpose.",CAIP TOWN UNIVERSITY STRATEGY,1
279,"uct not only produces graduates for the labour market, but educates thinkers who are capable of shaping, adapting and responding to the unknown – global citizens who are actively responsible for the world they have inherited, and who will leave a better world for future generations.",CAIP TOWN UNIVERSITY STRATEGY,1
280,"our success in this area will depend on our ability to ensure that academics are trained higher-education teachers, the introduction of transformative pedagogies in the classroom environment, the ability to renew the curriculum and provide the necessary infrastructure for teacher and students to learn together, the resources and networks to provide real work experience as part of the degree, and administrative and student support systems that contribute to a seamless student experience.",CAIP TOWN UNIVERSITY STRATEGY,0
281,"as a top research university in afrika, uct is well placed, with unique opportunities in our continent to find innovative ways of doing things.",CAIP TOWN UNIVERSITY STRATEGY,0
282,"we will focus on research that highlights these unique opportunities and solve problems that matter, on the understanding that afrika’s problems are the problems of the world, and that we are in a privileged position to be able to contribute to this enterprise.",CAIP TOWN UNIVERSITY STRATEGY,1
283,"to do this, we must ensure that we continue to expand our local and international partnerships, improve the diversity and functionality of our interdisciplinary research teams, and develop and maintain stateof-the-art research management and support systems and facilities.",CAIP TOWN UNIVERSITY STRATEGY,0
284,uct will distinguish itself by providing thought leadership on social justice.,CAIP TOWN UNIVERSITY STRATEGY,1
285,"in order to achieve this, uct will put in place communication platforms to make our teaching and learning, and research enterprises visible and accessible; policies and frameworks that enable, support and recognise civic engagement by staff and students; and bold policies and practices that support equity and cultural transformation.",CAIP TOWN UNIVERSITY STRATEGY,1
286,"3.3 making it real11 finally, uct will be an employer of choice, because it develops and fosters an organisational ethos that supports new ways of thinking, being and doing.",CAIP TOWN UNIVERSITY STRATEGY,1
287,the view of a fairer society will start with how uct functions as an organisation.,CAIP TOWN UNIVERSITY STRATEGY,1
288,"in order to support this vision, we need to foster an organisational culture that incentivises innovation and creativity, and we need to galvanise staff and students into action to develop and maintain a sustainable campus.",CAIP TOWN UNIVERSITY STRATEGY,1
289,"this will be supported by policies, systems and change management that focus on environmental, social and financial sustainability.",CAIP TOWN UNIVERSITY STRATEGY,1
290,"the whole uct community together will strive for resilience, sustainability and transformation.",CAIP TOWN UNIVERSITY STRATEGY,1
291,"all of this will find its home on a campus that provides and uses its existing physical infrastructure in an innovative manner, suitable for the service of the 21st century and beyond.",CAIP TOWN UNIVERSITY STRATEGY,0
292,"we will find space for inter-, multi- and transdisciplinary teams to work, and explore ways in which we can teach and learn and undertake research from our own environment.",CAIP TOWN UNIVERSITY STRATEGY,0
293,this is our collective commitment that will be required to work towards a uct that unleashes human potential to create a fair and just society.,CAIP TOWN UNIVERSITY STRATEGY,1
294,"we have also applied the approach of bringing together core functions and cross-cutting areas to the development of strategic choices in teaching and learning, and in research.",CAIP TOWN UNIVERSITY STRATEGY,0
295,"each working group was built around the core functions, but had memberships from cross-cutting areas in transformation and social engagement, and in the support and professional services.",CAIP TOWN UNIVERSITY STRATEGY,0
296,"vision 2030 for uct vision 2030 – unleash human potential for a fair and just society taking as our departure uct’s purpose to unleash human potential to create a fair and just society, the teaching and learning portfolio will work to unleash students’ potential through education to be resilient agents of change for themselves and in society.",CAIP TOWN UNIVERSITY STRATEGY,1
297,"in relation to the curriculum, we have a dual focus: • to offer innovative curricula at the cutting edge of disciplines and professions, to enable our students to use and develop the latest technologies, knowledge and skills to enter and contribute to different knowledge fields, to the workplace and to civil society in the 21st century • to offer a socially engaged curriculum that balances the local and the global, to enable our students to have ready access to the skills and knowledge required to exercise their sense of social citizenship in the creation of a sustainable and regenerative world.",CAIP TOWN UNIVERSITY STRATEGY,1
298,we must offer the type of learning environment that facilitates students’ engagement with their own learning to allow them to express their agency and contribute to the curriculum.,CAIP TOWN UNIVERSITY STRATEGY,1
299,"and yet, in the context of our response to covid-19, we have seen that this can also accentuate social inequality and exclusion.",CAIP TOWN UNIVERSITY STRATEGY,1
300,"uct will ensure increased network connectivity and access to mobile devices for students and staff in order to offer democratically appropriate digitally enabled education at undergraduate, postgraduate and continuous education levels.",CAIP TOWN UNIVERSITY STRATEGY,1
301,this will allow us to expose our students to the latest learning technologies in an appropriate environment without sacrificing equity or student engagement with their teachers and peers.,CAIP TOWN UNIVERSITY STRATEGY,1
302,"in order to do this, we will continually renew and transform our pedagogies.",CAIP TOWN UNIVERSITY STRATEGY,0
303,"4.3 making it real uct will provide education across the disciplines and professions that focuses on developing graduate attributes targeted at the self, the community and the world.",CAIP TOWN UNIVERSITY STRATEGY,1
304,"in relation to the self, we will teach our students skills to develop emotional intelligence, creativity and critical thinking, complex problem-solving, judgement and decisionmaking, and cognitive flexibility.",CAIP TOWN UNIVERSITY STRATEGY,0
305,"in relation to the community, we will work with our students to cultivate their ability to manage people, to coordinate with others, to be service orientated and to be able to negotiate.",CAIP TOWN UNIVERSITY STRATEGY,0
306,"finally, in relation to the world, uct students will be provided with opportunities to develop a sense of afrikan citizenship and global citizenship, responsibility towards the natural teaching and learning environment, and strong valorisation of cultural diversity.",CAIP TOWN UNIVERSITY STRATEGY,1
307,"we see our students developing a specific set of skills, qualities and perspectives that will cultivate their knowledge and intellect, as well as their responsibilities towards the community and the broader world.",CAIP TOWN UNIVERSITY STRATEGY,1
308,"in their journey, uct students will be exposed to different learning approaches, infusing environmental education, design thinking and interdisciplinary education in their studies.",CAIP TOWN UNIVERSITY STRATEGY,0
309,"these methods will allow students to develop approaches to engaging with the world in a more holistic way, and to understand their own actions, abilities and behaviour in relation to others.",CAIP TOWN UNIVERSITY STRATEGY,1
310,"by providing a problem-based education that takes place at both the university and the workplace, our students will be taught to understand problems as challenges and as opportunities, and will encounter real-world issues within a supportive environment that stresses the importance of the educational process.",CAIP TOWN UNIVERSITY STRATEGY,0
311,"while our students have exceptional potential, we must commit to our role in unleashing that potential.",CAIP TOWN UNIVERSITY STRATEGY,1
312,"this can only be done if we acknowledge and encourage our students to embrace the very different environments and experiences from which they come, and to use the knowledge and skills they have acquired to make the most of their opportunities.",CAIP TOWN UNIVERSITY STRATEGY,1
313,"to support their success and excellence, we will offer well-developed student and academic support systems.",CAIP TOWN UNIVERSITY STRATEGY,0
314,"we will leverage and harness our data analytics capabilities to provide relevant information to the students, to their lecturers and tutors, and to our support departments in order to sustain the development of the whole person.",CAIP TOWN UNIVERSITY STRATEGY,1
315,"all of this will take place in an organisational context in which physical infrastructure will be at the service of 21st-century education; planning frameworks will be designed to ensure that our educational values remain fundamental to our disciplines, programmes and curricula; and we will provide support for the development of our staff as university teachers.",CAIP TOWN UNIVERSITY STRATEGY,1
316,"vision 2030 – unleash human potential for a fair and just society research5 as uct is the top research university in afrika, and guided by uct’s purpose to unleash human potential to create a fair and just society, the university’s research portfolio will focus on unleashing knowledge in and from afrika to redefine and co-create a sustainable global future.",CAIP TOWN UNIVERSITY STRATEGY,1
317,"through its focus on afrika and its positioning in the world, uct’s research will enhance quality of life in south afrika and on the rest of the continent, with expanding impact globally.",CAIP TOWN UNIVERSITY STRATEGY,1
318,"to do this, uct will build on its globally recognised expertise in natural and social science disciplines, as well as in the humanities.",CAIP TOWN UNIVERSITY STRATEGY,0
319,"as the top research university in afrika, uct will move with ease between research focused on the building of new fundamental knowledge for the present and the future, and its targeted application for impact.",CAIP TOWN UNIVERSITY STRATEGY,0
320,"we will focus on solving complex problems and realising new opportunities within the social and natural world, by working collaboratively and democratically and using inter-, multi- and transdisciplinary approaches.",CAIP TOWN UNIVERSITY STRATEGY,1
321,"uct will attract top academics from south afrika, the rest of afrika and the broader global community.",CAIP TOWN UNIVERSITY STRATEGY,0
322,"the diversity of our staff, postdoctoral fellows and postgraduate students, and the integrated relationship between teaching, learning and research, will put uct at the global cutting edge of both research and postgraduate education rooted in afrika.",CAIP TOWN UNIVERSITY STRATEGY,0
323,"uct will continue to build its research agenda on its existing strengths and areas of expertise, and its capacity to nurture new areas of strength selected to meet strategic priorities.",CAIP TOWN UNIVERSITY STRATEGY,0
324,"we will actively focus on critical areas of impact in afrika – for example, climate change, biodiversity, urbanisation, migration, diseases of the poor, natural resource governance, and efficiency.",CAIP TOWN UNIVERSITY STRATEGY,1
325,we will extend our afrika-focused knowledge to a broader global reach.,CAIP TOWN UNIVERSITY STRATEGY,0
326,"we will also bring an afrikan perspective to concepts brought in from the global stage, eg artificial intelligence and autonomous transport, and extend these for afrika’s impact and benefit while ensuring local relevance and thought leadership.",CAIP TOWN UNIVERSITY STRATEGY,0
327,we will focus on the recruitment of staff with a high level of expertise in key research areas.,CAIP TOWN UNIVERSITY STRATEGY,0
328,"in the construction of this new research agenda, uct will intensify its global interface with other universities and research centres by leveraging our participation in international and afrikan partnerships, often leveraging these jointly.",CAIP TOWN UNIVERSITY STRATEGY,0
329,"conscious of the priority and benefit of broadening our sources of knowledge and ways of thinking and doing, we will expand our orientation to embrace local knowledge and expertise and to position it effectively on the global knowledge stage.",CAIP TOWN UNIVERSITY STRATEGY,0
330,"uct will forge strong social partnerships with local communities, civil society, business, and local and national governments, to shape its research agenda.",CAIP TOWN UNIVERSITY STRATEGY,0
331,"in so doing, this research agenda will balance the aspirations of uct’s researchers, its funders and the society in which it functions.",CAIP TOWN UNIVERSITY STRATEGY,1
332,uct will build the technical and cultural infrastructure to develop strong collaborations 5.1 who do we want to be?,CAIP TOWN UNIVERSITY STRATEGY,0
333,uct’s research infrastructure will create the organisational and material conditions to support its research excellence and relevance.,CAIP TOWN UNIVERSITY STRATEGY,0
334,"development of inter-, multi- and transdisciplinary research projects and postgraduate programmes, grounded on strong disciplines, will grow through the provision of an environment that facilitates the exchange of ideas, concepts, approaches, knowledge and data.",CAIP TOWN UNIVERSITY STRATEGY,0
335,"finally, uct will take the lead in the development of the next generation of researchers, scholars and beneficial leaders for the country and for the rest of the afrikan continent.",CAIP TOWN UNIVERSITY STRATEGY,1
336,"to achieve all of this, uct will provide an integrated, responsive and well-governed infrastructure and enterprise research to support research, including ethic compliance infrastructure; cutting-edge online platforms to sustain virtual research collaborations; and relevant and accessible information resources, cross-institutional capabilities and infrastructure to support the shared management and use of data.",CAIP TOWN UNIVERSITY STRATEGY,1
337,"uct will focus on the impact of its research and the extent of its social responsiveness, and will increase its ability to communicate research results and research impact publicly.",CAIP TOWN UNIVERSITY STRATEGY,1
338,"as a cutting-edge hub for postgraduate education in afrika, uct will offer intense training for supervisors, on the understanding that supervision is a form of teaching that needs to be developed.",CAIP TOWN UNIVERSITY STRATEGY,0
339,"further postgraduate education and early-career researchers will be supported through a strong researcher development academy.vision 2030 – unleash human potential for a fair and just society concluding remarks to support this dream and make it sustainable, uct needs to take a number of important steps.",CAIP TOWN UNIVERSITY STRATEGY,1
340,"first, it needs to continue to engage with the university community to elicit active participation in the new vision.",CAIP TOWN UNIVERSITY STRATEGY,0
341,"second, it will require that the institutional and core function cascades are further translated downstream, creating an integrated dialogue across faculties, academic departments, support and professional services, and general administration.",CAIP TOWN UNIVERSITY STRATEGY,0
342,"third, from an organisational point of view, uct will need to learn to hold together ambivalence and complexity.",CAIP TOWN UNIVERSITY STRATEGY,0
343,"fourth, to be able to manage the complexity of our enterprise we will need to develop 21stcentury systems in the core functions, as well as in the administrative backbone of the university, from it to finance and human resources.",CAIP TOWN UNIVERSITY STRATEGY,0
344,"fifth, uct will have to make fundamental decisions about where to allocate resources to make this vision sustainable.",CAIP TOWN UNIVERSITY STRATEGY,0
345,a vision such as this will require a different approach to the uct budget and the development of new and innovative ways to finance different elements of the strategy.,CAIP TOWN UNIVERSITY STRATEGY,0
346,we are looking forward to working with the uct council in achieving this.vision 2030 – unleash human potential for a fair and just society,CAIP TOWN UNIVERSITY STRATEGY,1
347,preface we are proud to present a new strategy for the university of copenhagen.,COPENHAGEN UNIVERSITY STRATEGY,0
348,"with this strategy, we are setting a clear direction for the university leading up to 2030. we aim to benefit more people and open the university up even more to the world outside.",COPENHAGEN UNIVERSITY STRATEGY,1
349,"we will continue developing our framework for curiosity-driven research, and we will offer research-based education and lifelong learning of world-class quality.",COPENHAGEN UNIVERSITY STRATEGY,0
350,"our outstanding research and talented students will contribute even more to society , addressing local and global challenges and creating new jobs.",COPENHAGEN UNIVERSITY STRATEGY,1
351,"we would like to thank all the dedicated staff and students at the university, who, throughout the year, have given their input, provided us with new perspectives and given us wise words of encouragement – all of which have helped drive the strategy in the right direction.",COPENHAGEN UNIVERSITY STRATEGY,0
352,"we have also received valuable contributions from external partners, all of whom have helped us maintain our focus on the world around us.",COPENHAGEN UNIVERSITY STRATEGY,0
353,we will now begin the journey to fulfil our ambitions by 2030. w e look forward to continuing working together with you to realise the new strategy.,COPENHAGEN UNIVERSITY STRATEGY,0
354,"based on our excellent research, education and innovation we aim to generate new knowledge, inform more people and contribute to welfare, prosperity and a sustainable society.",COPENHAGEN UNIVERSITY STRATEGY,1
355,ucph will advance knowledge and provide solutions in collaboration with the surrounding world.,COPENHAGEN UNIVERSITY STRATEGY,1
356,we aim to enhance our position as a world-leading research university.,COPENHAGEN UNIVERSITY STRATEGY,0
357,"ucph is a multi-faculty university with a multiplicity of academic disciplines, offering rich opportunities for specialisation and conducting research of the highest quality.",COPENHAGEN UNIVERSITY STRATEGY,0
358,this is the university’s foundation and essential for realising our ambitions in the short and long term.,COPENHAGEN UNIVERSITY STRATEGY,0
359,"our graduates, phds and postdocs contribute to the general education of society, bringing new knowledge and research-based working methods to the labour market and the business community.",COPENHAGEN UNIVERSITY STRATEGY,1
360,the geopolitical situation is changing and navigating international collaboration will be challenging.,COPENHAGEN UNIVERSITY STRATEGY,0
361,"we are committed to contributing to the development of society through research, education and innovation.",COPENHAGEN UNIVERSITY STRATEGY,1
362,the strategy encompasses the whole of ucph but will affect different parts of the university in different ways.,COPENHAGEN UNIVERSITY STRATEGY,0
363,"sustainability, including economic, social and environmental sustainability, is so crucial to the progress of society and that of the university that it is a key component in the realisation of all three ambitions.",COPENHAGEN UNIVERSITY STRATEGY,1
364,"we will push forward on all fronts to boost initiatives addressing, for example, climate change and the biodiversity crisis.",COPENHAGEN UNIVERSITY STRATEGY,1
365,"we will embrace bold ideas, unconventional experiments and innovative partnerships – challenged and tested by peers in accordance with scientific standards.",COPENHAGEN UNIVERSITY STRATEGY,0
366,"often, the best ideas and new competence needs arise across existing disciplinary boundaries, and we will provide better opportunities for leveraging the breadth of our research for interdisciplinary breakthroughs and educational initiatives across disciplines.",COPENHAGEN UNIVERSITY STRATEGY,0
367,our students will experience engaging teaching and degree programmes that keep evolving under our guiding principles for education.,COPENHAGEN UNIVERSITY STRATEGY,1
368,ucph wants to be recognised for an attractive study environment with high levels of student well-being and where students are part of communities and supported in their academic and social engagement through their education.,COPENHAGEN UNIVERSITY STRATEGY,1
369,"we will ensure an attractive work environment, inspiring personal and professional development, innovation and quality in our employees’ day-to-day work.",COPENHAGEN UNIVERSITY STRATEGY,0
370,"the university’s research is increasingly funded by external grants, particularly from private foundations.",COPENHAGEN UNIVERSITY STRATEGY,0
371,"in a changing funding landscape, ucph wants to contribute to developing research partnerships with public and private foundations.",COPENHAGEN UNIVERSITY STRATEGY,0
372,"this will ensure that external funding contributes to fostering new ideas and conducting independent, curiosity-driven and society-relevant research, education and innovation at the highest level across the university.",COPENHAGEN UNIVERSITY STRATEGY,1
373,an innovative and solution-oriented university the university of copenhagen will – together with partners – work to ensure that excellent research and talented students form the basis of innovation that helps develop new solutions to society’s challenges and create new jobs.,COPENHAGEN UNIVERSITY STRATEGY,1
374,we will support innovative teaching initiatives and practice that encourage solution-oriented thinking among our graduates.,COPENHAGEN UNIVERSITY STRATEGY,0
375,"we will enhance the culture and framework conditions for innovation, entrepreneurship and business collaboration, and we will invest in and help develop a more coherent innovation ecosystem at the university, in copenhagen, the rest of denmark and in northern europe.",COPENHAGEN UNIVERSITY STRATEGY,0
376,"our aim is to support researchers and students all the way from idea to business and to encourage partnerships with organisations, authorities and businesses.",COPENHAGEN UNIVERSITY STRATEGY,0
377,"we will offer world-class research-based education at bachelor’s, master’s and phd levels and provide opportunities for continuing and further education throughout people’s careers.",COPENHAGEN UNIVERSITY STRATEGY,0
378,we will offer demand-driven and professional support for all our activities as a lifelong learning partner and design internationally attractive programmes that can extend the university’s multifaceted research to far more people than today.,COPENHAGEN UNIVERSITY STRATEGY,0
379,ucph will support a sustainable transformation by offering relevant competences and the latest knowledge.,COPENHAGEN UNIVERSITY STRATEGY,1
380,"continuing and further education programmes will enable research and education to enrich each other through academic inspiration, pedagogical development and networking.",COPENHAGEN UNIVERSITY STRATEGY,0
381,"we will offer a wide range of open university courses, and contribute to public democratic debate, the general education of society and people’s enthusiasm for science.",COPENHAGEN UNIVERSITY STRATEGY,1
382,"prerequisites the university is situated in a world of constant cultural and societal change, and it requires constant attention to ensure that we live up to our role as a key stakeholder in society.",COPENHAGEN UNIVERSITY STRATEGY,1
383,"accordingly, we will keep working to strengthen six prerequisites for the university’s general activities and for our efforts to deliver on the ambitions set out in the strategy.",COPENHAGEN UNIVERSITY STRATEGY,0
384,"academic freedom universities have been entrusted with academic freedom to ensure the best conditions for generating and communicating new knowledge and to facilitate constant and critical discussion of existing knowledge, norms and practices.",COPENHAGEN UNIVERSITY STRATEGY,1
385,"academic freedom applies to both research and teaching, and it is task for the leadership of the university to champion the responsible conduct of research.",COPENHAGEN UNIVERSITY STRATEGY,1
386,"diversity, equity and inclusion a university should be characterised by creativity, curiosity and vision, which only comes about through allowing everyone at the university to contribute and participate, which will enhance the quality of research, education and innovation.",COPENHAGEN UNIVERSITY STRATEGY,1
387,"diversity, equity and inclusion will be prioritised across all our activities.",COPENHAGEN UNIVERSITY STRATEGY,1
